model,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
loadings,0.828,0.223,1.30266809004018,-1.30266809004018,0.414652131475945,-0.414652131475945,Small Intercepts,7,computer2_7
residuals,0.049,0.125,-0.276317709639355,0.276317709639355,-0.087954658705869,0.087954658705869,Small Intercepts,7,computer2_7
intercepts,0.709,0.157,1.18721983136742,-1.18721983136742,0.377903809397703,-0.377903809397703,Medium Intercepts,7,computer2_7
loadings,0.291,0.213,0.180139764828168,-0.180139764828168,0.0573402680396291,-0.057340268039629,Medium Intercepts,7,computer2_7
residuals,0,0.131,-0.740694629993578,0.740694629993577,-0.235770423370201,0.235770423370201,Medium Intercepts,7,computer2_7
intercepts,0.468,0.167,0.664789815007676,-0.664789815007675,0.211609170351236,-0.211609170351236,Large Intercepts,7,computer2_7
loadings,0.532,0.183,0.750758500987403,-0.750758500987404,0.238973853000814,-0.238973853000814,Large Intercepts,7,computer2_7
residuals,0,0.135,-0.752474376163337,0.752474376163337,-0.239520033032771,0.239520033032771,Large Intercepts,7,computer2_7
intercepts,0.2,0.113,0.241633142357655,-0.241633142357655,0.0769142180420967,-0.0769142180420968,Small Residuals,7,computer2_7
loadings,0.576,0.196,0.806130533857434,-0.806130533857434,0.256599318481438,-0.256599318481438,Small Residuals,7,computer2_7
residuals,0.213,0.108,0.289701150240717,-0.289701150240717,0.0922147401604359,-0.0922147401604359,Small Residuals,7,computer2_7
intercepts,0.203,0.143,0.159172774914599,-0.159172774914599,0.050666267866624,-0.0506662678666242,Medium Residuals,7,computer2_7
loadings,0.454,0.142,0.705925237082204,-0.705925237082204,0.224702981869902,-0.224702981869902,Medium Residuals,7,computer2_7
residuals,0.343,0.117,0.553192288608629,-0.553192288608629,0.176086574424763,-0.176086574424763,Medium Residuals,7,computer2_7
intercepts,0.132,0.12,0.036170472521571,-0.0361704725215715,0.0115134189915552,-0.0115134189915553,Large Residuals,7,computer2_7
loadings,0.823,0.204,1.33587076113374,-1.33587076113374,0.425220869932734,-0.425220869932734,Large Residuals,7,computer2_7
residuals,0.045,0.224,-0.558523193016645,0.558523193016645,-0.177783454000136,0.177783454000136,Large Residuals,7,computer2_7
intercepts,0.431,0.113,0.746692442365785,-0.746692442365785,0.23767958634375,-0.23767958634375,Invariant,8,computer2_8
loadings,0.194,0.147,0.125247137147173,-0.125247137147172,0.0398674019701622,-0.039867401970162,Invariant,8,computer2_8
residuals,0.334,0.084,0.644280011207494,-0.644280011207494,0.205080697037949,-0.205080697037949,Invariant,8,computer2_8
intercepts,0.044,0.11,-0.253467904756357,0.253467904756356,-0.0806813399142398,0.0806813399142396,Small Loadings,8,computer2_8
loadings,0.88,0.186,1.54229366385623,-1.54229366385623,0.490927320604059,-0.490927320604059,Small Loadings,8,computer2_8
residuals,0.046,0.105,-0.227676484904873,0.227676484904872,-0.0724716759967955,0.0724716759967955,Small Loadings,8,computer2_8
intercepts,0.102,0.136,-0.105257708309727,0.105257708309727,-0.0335045691520357,0.0335045691520358,Medium Loadings,8,computer2_8
loadings,0.718,0.189,1.12244349718039,-1.12244349718039,0.357284861835226,-0.357284861835226,Medium Loadings,8,computer2_8
residuals,0.068,0.116,-0.16744837206499,0.167448372064989,-0.0533004722536681,0.0533004722536678,Medium Loadings,8,computer2_8
loadings,0.999,0.16,2.25530286257968,-2.25530286257967,0.717885197497714,-0.717885197497713,Large Loadings,8,computer2_8
residuals,0.001,0.126,-0.662496703478099,0.662496703478102,-0.21087925028125,0.210879250281251,Large Loadings,8,computer2_8
intercepts,0,0.114,-0.688814637961468,0.688814637961468,-0.219256509011244,0.219256509011244,Large Loadings,8,computer2_8
intercepts,0.352,0.132,0.526640379009303,-0.526640379009303,0.16763483910224,-0.16763483910224,Small Intercepts,8,computer2_8
loadings,0.648,0.178,1.00021768039362,-1.00021768039362,0.318379176005109,-0.318379176005109,Small Intercepts,8,computer2_8
residuals,0,0.097,-0.633433366329239,0.633433366329239,-0.201628102741276,0.201628102741275,Small Intercepts,8,computer2_8
intercepts,0.604,0.123,1.06366021861294,-1.06366021861294,0.33857356312491,-0.33857356312491,Medium Intercepts,8,computer2_8
loadings,0.396,0.186,0.469450755673059,-0.469450755673059,0.149430816607186,-0.149430816607186,Medium Intercepts,8,computer2_8
residuals,0,0.103,-0.653435478275547,0.653435478275548,-0.20799497271834,0.20799497271834,Medium Intercepts,8,computer2_8
intercepts,0.495,0.114,0.871981522159262,-0.871981522159262,0.277560339072883,-0.277560339072883,Large Intercepts,8,computer2_8
loadings,0.505,0.172,0.725506948471088,-0.725506948471088,0.230936034193381,-0.230936034193381,Large Intercepts,8,computer2_8
residuals,0,0.071,-0.539433114053467,0.539433114053467,-0.171706893138127,0.171706893138127,Large Intercepts,8,computer2_8
intercepts,0.069,0.111,-0.147725883180535,0.147725883180535,-0.0470226090615961,0.0470226090615961,Small Residuals,8,computer2_8
loadings,0.828,0.215,1.32201263701001,-1.32201263701001,0.420809692020188,-0.420809692020188,Small Residuals,8,computer2_8
residuals,0.041,0.095,-0.218855449571183,0.218855449571183,-0.0696638532437055,0.0696638532437055,Small Residuals,8,computer2_8
intercepts,0.152,0.127,0.0722235650656874,-0.0722235650656877,0.0229894747758466,-0.0229894747758467,Medium Residuals,8,computer2_8
loadings,0.239,0.137,0.263293325449314,-0.263293325449314,0.0838088684567229,-0.083808868456723,Medium Residuals,8,computer2_8
residuals,0.609,0.132,1.04690735440864,-1.04690735440864,0.333240960826789,-0.333240960826789,Medium Residuals,8,computer2_8
intercepts,0.236,0.09,0.405167216995031,-0.405167216995032,0.128968730727092,-0.128968730727092,Large Residuals,8,computer2_8
loadings,0.488,0.122,0.833178186804732,-0.833178186804732,0.265208853812631,-0.265208853812631,Large Residuals,8,computer2_8
residuals,0.276,0.18,0.229971236207387,-0.229971236207388,0.073202118022719,-0.0732021180227193,Large Residuals,8,computer2_8
intercepts,0.117,0.13,-0.039525129284687,0.0395251292846872,-0.0125812394040083,0.0125812394040084,Invariant,9,computer2_9
loadings,0.78,0.11,1.4890516172353,-1.4890516172353,0.473979850803957,-0.473979850803957,Invariant,9,computer2_9
residuals,0.019,0.128,-0.455197824521107,0.455197824521106,-0.144893967714423,0.144893967714422,Invariant,9,computer2_9
intercepts,0.585,0.131,1.00093136593042,-1.00093136593042,0.318606349167099,-0.318606349167099,Small Loadings,9,computer2_9
loadings,0.285,0.21,0.174235913736432,-0.174235913736432,0.0554610138705725,-0.0554610138705725,Small Loadings,9,computer2_9
residuals,0.051,0.146,-0.32854055044111,0.328540550441109,-0.10457770521767,0.104577705217669,Small Loadings,9,computer2_9
loadings,1,0.118,2.44028636383722,-2.44028636383722,0.776767274728881,-0.776767274728881,Medium Loadings,9,computer2_9
intercepts,0,0.097,-0.633433366329239,0.633433366329239,-0.201628102741276,0.201628102741275,Medium Loadings,9,computer2_9
residuals,0,0.085,-0.591688642426544,0.591688642426544,-0.188340344427035,0.188340344427035,Medium Loadings,9,computer2_9
intercepts,0.002,0.082,-0.491371111484857,0.491371111484859,-0.156408282570748,0.156408282570748,Large Loadings,9,computer2_9
loadings,0.998,0.103,2.39868461510975,-2.39868461510975,0.763525026826395,-0.763525026826395,Large Loadings,9,computer2_9
residuals,0,0.079,-0.569816469356103,0.569816469356102,-0.181378215506391,0.18137821550639,Large Loadings,9,computer2_9
intercepts,0.151,0.158,-0.019368785652641,0.0193687856526412,-0.00616527595661039,0.00616527595661046,Small Intercepts,9,computer2_9
loadings,0.84,0.227,1.32534490918886,-1.32534490918886,0.421870387198172,-0.421870387198172,Small Intercepts,9,computer2_9
residuals,0.003,0.124,-0.610105968192977,0.610105968192978,-0.194202761295558,0.194202761295558,Small Intercepts,9,computer2_9
intercepts,0.221,0.11,0.302692076041787,-0.302692076041787,0.0963498802735967,-0.0963498802735965,Medium Intercepts,9,computer2_9
loadings,0.779,0.139,1.39866233772778,-1.39866233772778,0.445208049531685,-0.445208049531685,Medium Intercepts,9,computer2_9
residuals,0,0.089,-0.605882227615433,0.605882227615433,-0.19285830291305,0.19285830291305,Medium Intercepts,9,computer2_9
intercepts,0.595,0.129,1.027210894255,-1.027210894255,0.32697138283706,-0.32697138283706,Large Intercepts,9,computer2_9
loadings,0.405,0.166,0.540355798413238,-0.540355798413239,0.172000592691669,-0.172000592691669,Large Intercepts,9,computer2_9
residuals,0,0.112,-0.682497317275972,0.682497317275972,-0.217245643382857,0.217245643382857,Large Intercepts,9,computer2_9
intercepts,0.187,0.135,0.14190873450225,-0.14190873450225,0.045170953127897,-0.045170953127897,Small Residuals,9,computer2_9
loadings,0.641,0.197,0.936900470643711,-0.93690047064371,0.298224682176139,-0.298224682176139,Small Residuals,9,computer2_9
residuals,0.118,0.106,0.0380637074372964,-0.0380637074372969,0.0121160543820989,-0.0121160543820991,Small Residuals,9,computer2_9
intercepts,0.166,0.093,0.219487596642881,-0.21948759664288,0.0698650719061491,-0.069865071906149,Medium Residuals,9,computer2_9
loadings,0.428,0.128,0.694534621951736,-0.694534621951736,0.221077236464159,-0.221077236464159,Medium Residuals,9,computer2_9
residuals,0.406,0.107,0.715186559347163,-0.715186559347163,0.227650952305972,-0.227650952305972,Medium Residuals,9,computer2_9
intercepts,0.273,0.119,0.395146403527423,-0.395146403527423,0.125779006732748,-0.125779006732748,Large Residuals,9,computer2_9
loadings,0.518,0.151,0.808608546733057,-0.808608546733056,0.25738809447784,-0.25738809447784,Large Residuals,9,computer2_9
residuals,0.209,0.137,0.191301428176786,-0.191301428176787,0.0608931358297495,-0.0608931358297496,Large Residuals,9,computer2_9
intercepts,0.167,0.116,0.146878886063255,-0.146878886063255,0.0467530015055966,-0.0467530015055968,Invariant,10,computer2_10
loadings,0.347,0.14,0.492813681314335,-0.492813681314335,0.156867466808981,-0.156867466808981,Invariant,10,computer2_10
residuals,0.328,0.14,0.452628739035161,-0.452628739035161,0.144076202405795,-0.144076202405795,Invariant,10,computer2_10
intercepts,0.024,0.136,-0.444304561245401,0.444304561245402,-0.141426534320963,0.141426534320963,Small Loadings,10,computer2_10
loadings,0.948,0.166,1.84219603435653,-1.84219603435653,0.586389210024259,-0.586389210024258,Small Loadings,10,computer2_10
residuals,0.021,0.128,-0.440907699994895,0.440907699994895,-0.140345279802932,0.140345279802932,Small Loadings,10,computer2_10
intercepts,0.001,0.087,-0.535566239863945,0.535566239863948,-0.170476028854973,0.170476028854974,Medium Loadings,10,computer2_10
loadings,0.998,0.102,2.40198163865766,-2.40198163865766,0.764574502016676,-0.764574502016676,Medium Loadings,10,computer2_10
residuals,0.001,0.066,-0.456379874043861,0.456379874043864,-0.145270225763474,0.145270225763475,Medium Loadings,10,computer2_10
loadings,1,0.157,2.32677351538983,-2.32677351538983,0.740635012859196,-0.740635012859196,Large Loadings,10,computer2_10
intercepts,0,0.118,-0.701306289752576,0.701306289752576,-0.223232725271119,0.223232725271119,Large Loadings,10,computer2_10
residuals,0,0.094,-0.62322566665735,0.62322566665735,-0.198378891020518,0.198378891020518,Large Loadings,10,computer2_10
intercepts,0.451,0.12,0.765155567840551,-0.765155567840551,0.24355658171222,-0.24355658171222,Small Intercepts,10,computer2_10
loadings,0.234,0.168,0.165194840456101,-0.165194840456101,0.052583150863731,-0.052583150863731,Small Intercepts,10,computer2_10
residuals,0.112,0.095,0.0558531056352312,-0.0558531056352316,0.0177785956977617,-0.0177785956977618,Small Intercepts,10,computer2_10
intercepts,0.637,0.169,1.00103381371383,-1.00103381371383,0.318638959309375,-0.318638959309375,Medium Intercepts,10,computer2_10
loadings,0.363,0.32,0.0907181384991076,-0.0907181384991069,0.0288764803404563,-0.0288764803404561,Medium Intercepts,10,computer2_10
residuals,0,0.115,-0.691955175126317,0.691955175126317,-0.220256173038743,0.220256173038743,Medium Intercepts,10,computer2_10
intercepts,0.676,0.134,1.18095988403714,-1.18095988403714,0.375911206275486,-0.375911206275486,Large Intercepts,10,computer2_10
loadings,0.324,0.213,0.251675408015698,-0.251675408015698,0.080110770480736,-0.0801107704807359,Large Intercepts,10,computer2_10
residuals,0,0.139,-0.764107730259563,0.764107730259563,-0.243223044651076,0.243223044651076,Large Intercepts,10,computer2_10
intercepts,0.436,0.145,0.661146081617119,-0.661146081617118,0.210449333990404,-0.210449333990404,Small Residuals,10,computer2_10
loadings,0.297,0.209,0.203113176983336,-0.203113176983335,0.0646529322479937,-0.0646529322479936,Small Residuals,10,computer2_10
residuals,0.159,0.123,0.103636604753828,-0.103636604753828,0.0329885558636656,-0.0329885558636656,Small Residuals,10,computer2_10
intercepts,0.215,0.163,0.133104337525508,-0.133104337525507,0.0423684265283132,-0.0423684265283131,Medium Residuals,10,computer2_10
loadings,0.37,0.243,0.276819252360825,-0.276819252360826,0.0881143047124563,-0.0881143047124565,Medium Residuals,10,computer2_10
residuals,0.41,0.14,0.622815867686482,-0.622815867686482,0.198248447956743,-0.198248447956743,Medium Residuals,10,computer2_10
intercepts,0.177,0.131,0.127769101917189,-0.127769101917189,0.0406701682890656,-0.0406701682890656,Large Residuals,10,computer2_10
loadings,0.532,0.206,0.692627770480767,-0.692627770480767,0.220470266789466,-0.220470266789466,Large Residuals,10,computer2_10
residuals,0.291,0.12,0.432070472243067,-0.432070472243067,0.137532302843067,-0.137532302843067,Large Residuals,10,computer2_10
intercepts,0.169,0.126,0.121559465665357,-0.121559465665356,0.0386935796805021,-0.038693579680502,Invariant,11,computer2_11
loadings,0.599,0.161,0.944355452216731,-0.944355452216731,0.30059767651215,-0.30059767651215,Invariant,11,computer2_11
residuals,0.122,0.12,0.00613262361342015,-0.00613262361342049,0.0019520747243958,-0.0019520747243959,Invariant,11,computer2_11
intercepts,0.028,0.123,-0.380420112757149,0.380420112757149,-0.121091482793753,0.121091482793753,Small Loadings,11,computer2_11
loadings,0.886,0.19,1.5507243920358,-1.5507243920358,0.493610904731344,-0.493610904731344,Small Loadings,11,computer2_11
residuals,0.037,0.104,-0.269597927162428,0.269597927162427,-0.0858156855104583,0.0858156855104582,Small Loadings,11,computer2_11
intercepts,0.115,0.072,0.148640927771169,-0.14864092777117,0.0473138768010938,-0.047313876801094,Medium Loadings,11,computer2_11
loadings,0.554,0.107,1.01252305979575,-1.01252305979575,0.32229609992205,-0.32229609992205,Medium Loadings,11,computer2_11
residuals,0.219,0.087,0.37517219025095,-0.375172190250949,0.119421017178103,-0.119421017178103,Medium Loadings,11,computer2_11
loadings,1,0.105,2.4816053242023,-2.4816053242023,0.789919508299921,-0.789919508299921,Large Loadings,11,computer2_11
intercepts,0,0.073,-0.547170597865964,0.547170597865964,-0.174169810729832,0.174169810729832,Large Loadings,11,computer2_11
residuals,0,0.09,-0.609385308030795,0.609385308030795,-0.193973368041357,0.193973368041356,Large Loadings,11,computer2_11
intercepts,0.515,0.127,0.872039706018509,-0.872039706018509,0.277578859570498,-0.277578859570498,Small Intercepts,11,computer2_11
loadings,0.325,0.278,0.10248681012534,-0.10248681012534,0.0326225648663366,-0.0326225648663366,Small Intercepts,11,computer2_11
residuals,0.121,0.124,-0.00915033910392993,0.0091503391039307,-0.00291264339871502,0.00291264339871527,Small Intercepts,11,computer2_11
intercepts,0.567,0.106,1.04195803717473,-1.04195803717473,0.331665544221375,-0.331665544221375,Medium Intercepts,11,computer2_11
loadings,0.433,0.159,0.616089527996371,-0.616089527996371,0.19610738753555,-0.19610738753555,Medium Intercepts,11,computer2_11
residuals,0,0.085,-0.591688642426544,0.591688642426544,-0.188340344427035,0.188340344427035,Medium Intercepts,11,computer2_11
intercepts,0.151,0.127,0.0694344380004401,-0.0694344380004401,0.0221016680571556,-0.0221016680571556,Large Intercepts,11,computer2_11
loadings,0.849,0.172,1.48810754799151,-1.48810754799151,0.473679344230418,-0.473679344230418,Large Intercepts,11,computer2_11
residuals,0,0.125,-0.722734247813416,0.722734247813416,-0.230053456162616,0.230053456162616,Large Intercepts,11,computer2_11
intercepts,0.16,0.106,0.159791109819696,-0.159791109819697,0.0508630899798891,-0.0508630899798893,Small Residuals,11,computer2_11
loadings,0.219,0.156,0.16192772260482,-0.161927722604819,0.0515431949523406,-0.0515431949523405,Small Residuals,11,computer2_11
residuals,0.42,0.096,0.780058983397146,-0.780058983397146,0.248300486221789,-0.248300486221789,Small Residuals,11,computer2_11
intercepts,0.165,0.143,0.0609860027456904,-0.0609860027456906,0.0194124475927851,-0.0194124475927851,Medium Residuals,11,computer2_11
loadings,0.494,0.181,0.679897894118371,-0.679897894118371,0.216418221293418,-0.216418221293418,Medium Residuals,11,computer2_11
residuals,0.341,0.137,0.488868177886796,-0.488868177886796,0.155611574062023,-0.155611574062023,Medium Residuals,11,computer2_11
intercepts,0.178,0.12,0.16359769810661,-0.16359769810661,0.0520747646642452,-0.0520747646642452,Large Residuals,11,computer2_11
loadings,0.244,0.141,0.263413151483547,-0.263413151483547,0.0838470102680414,-0.0838470102680414,Large Residuals,11,computer2_11
